STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,INTPTLAT10,INTPTLON10,State,COUNTY,HH_COUNT,OHU_OWN,OHU_RENT,PERC_OWN,PERC_RENT,MHI,MED_VAL,HOUSINGCOS,MCR_ANNUAL,MSMOC_TOT_,TAX_RET,Avg_TransC,REtaxperow,DISP_INC,energy_cos,REtax_ACS,AVG_TTL,LOCALNAME,Shape_Area,ZIPCODE,BLDGZIP,PO_NAME,POPULATION,AREA,state_2,county_2,ST_FIPS,CTY_FIPS,URL,shape_ar_1,SHAPE_LEN
36,085,002001,36085002001,+40.6070041,-074.0710186,New York,Richmond County,1031,730,292,0.71428571429,0.28571428571,62939.00000000000,449000.00000000000,16532.57140000000,12564.00000000000,18120.00000000000,1217.66036042000,8929.43286160000,1751.03750205000,28328.71162930000,2180.06893440000,2479,6968.21517465000,Rosebank,0.00005229552,10305,0,Staten Island,41746.00000000,111441829.31770800,NY,Richmond,36,085,http://www.usps.com/,0.000000000000000,0.00000000000
36,085,002002,36085002002,+40.6015417,-074.0702466,New York,Richmond County,1207,835,313,0.72735191638,0.27264808362,90000.00000000000,462100.00000000000,21253.92330000000,13608.00000000000,24120.00000000000,1509.14175240000,12768.69600000000,1897.29865317000,43801.36857110000,2211.77110632000,2691,9964.24102256000,Arrochar,0.00008464174,10305,0,Staten Island,41746.00000000,111441829.31770800,NY,Richmond,36,085,http://www.usps.com/,0.000000000000000,0.00000000000
36,085,013204,36085013204,+40.5594209,-074.1302418,New York,Richmond County,1834,1369,453,0.75137211855,0.24862788145,70234.00000000000,480900.00000000000,18169.32380000000,12516.00000000000,20040.00000000000,2146.29260167000,9964.40660960000,2093.17829795000,31088.19979470000,2606.21148840000,3064,8405.85830732000,Great Kills-Bay Terrace,0.00011113417,10306,0,Staten Island,55602.00000000,174102872.04866001,NY,Richmond,36,085,http://www.usps.com/,0.000000000000000,0.00000000000
36,085,002100,36085002100,+40.6321769,-074.0714366,New York,Richmond County,1371,587,753,0.43805970149,0.56194029851,36131.00000000000,308300.00000000000,17588.79400000000,11880.00000000000,24912.00000000000,1474.27369995000,5126.06394640000,2930.38286746000,6302.96036760000,2171.08400064000,1818,4942.09768536000,Stapleton,0.00009934518,10304,0,Staten Island,41502.00000000,98226679.79732800,NY,Richmond,36,085,http://www.usps.com/,0.000000000000000,0.00000000000
36,085,002100,36085002100,+40.6321769,-074.0714366,New York,Richmond County,1371,587,753,0.43805970149,0.56194029851,36131.00000000000,308300.00000000000,17588.79400000000,11880.00000000000,24912.00000000000,1474.27369995000,5126.06394640000,2930.38286746000,6302.96036760000,2171.08400064000,1818,4942.09768536000,Stapleton,0.00009934518,10301,0,Staten Island,40438.00000000,105182712.64956801,NY,Richmond,36,085,http://www.usps.com/,0.000000000000000,0.00000000000
36,085,002700,36085002700,+40.6235871,-074.0764274,New York,Richmond County,465,130,273,0.32258064516,0.67741935484,36250.00000000000,434500.00000000000,16815.48390000000,16200.00000000000,18108.00000000000,509.53708269500,5142.94700000000,4682.40649308000,7051.47576873000,2304.92803008000,2642,4935.16530119000,Stapleton,0.00002664552,10304,0,Staten Island,41502.00000000,98226679.79732800,NY,Richmond,36,085,http://www.usps.com/,0.000000000000000,0.00000000000
36,085,002900,36085002900,+40.6196581,-074.0827407,New York,Richmond County,1578,570,1173,0.32702237521,0.67297762478,31924.00000000000,353100.00000000000,13596.53700000000,8028.00000000000,25056.00000000000,3455.41180782000,4529.19834560000,7242.05179754000,7273.20232509000,2178.84944448000,1621,4346.21288483000,Concord,0.00005607486,10304,0,Staten Island,41502.00000000,98226679.79732800,NY,Richmond,36,085,http://www.usps.com/,0.000000000000000,0.00000000000
36,085,002900,36085002900,+40.6196581,-074.0827407,New York,Richmond County,1578,570,1173,0.32702237521,0.67297762478,31924.00000000000,353100.00000000000,13596.53700000000,8028.00000000000,25056.00000000000,3455.41180782000,4529.19834560000,7242.05179754000,7273.20232509000,2178.84944448000,1621,4346.21288483000,Concord,0.00005607486,10301,0,Staten Island,40438.00000000,105182712.64956801,NY,Richmond,36,085,http://www.usps.com/,0.000000000000000,0.00000000000
36,085,001100,36085001100,+40.6387763,-074.0826654,New York,Richmond County,1271,373,844,0.30649137223,0.69350862777,36624.00000000000,311800.00000000000,15207.81590000000,12648.00000000000,21000.00000000000,1323.74770918000,5196.00802560000,3709.14463298000,9016.88245727000,2091.43915356000,2422,5111.85446357000,New Brighton,0.00003460691,10301,0,Staten Island,40438.00000000,105182712.64956801,NY,Richmond,36,085,http://www.usps.com/,0.000000000000000,0.00000000000
36,085,003300,36085003300,+40.6256016,-074.0866107,New York,Richmond County,1347,669,740,0.47480482612,0.52519517388,59556.00000000000,437000.00000000000,15800.01420000000,12672.00000000000,19260.00000000000,1597.87435237000,8449.47176640000,2770.78912347000,25079.70887890000,2071.41847284000,2169,8155.38668184000,Grymes Hill,0.00009092272,10304,0,Staten Island,41502.00000000,98226679.79732800,NY,Richmond,36,085,http://www.usps.com/,0.000000000000000,0.00000000000
36,085,003300,36085003300,+40.6256016,-074.0866107,New York,Richmond County,1347,669,740,0.47480482612,0.52519517388,59556.00000000000,437000.00000000000,15800.01420000000,12672.00000000000,19260.00000000000,1597.87435237000,8449.47176640000,2770.78912347000,25079.70887890000,2071.41847284000,2169,8155.38668184000,Grymes Hill,0.00009092272,10301,0,Staten Island,40438.00000000,105182712.64956801,NY,Richmond,36,085,http://www.usps.com/,0.000000000000000,0.00000000000
36,085,003600,36085003600,+40.6110561,-074.0759044,New York,Richmond County,818,536,241,0.68983268983,0.31016731017,70547.00000000000,398500.00000000000,18843.27410000000,12552.00000000000,21672.00000000000,892.10971483800,10008.81329680000,1747.21205858000,31530.59413690000,2353.79278392000,2129,7810.52568243000,Rosebank,0.00004368116,10304,0,Staten Island,41502.00000000,98226679.79732800,NY,Richmond,36,085,http://www.usps.com/,0.000000000000000,0.00000000000
36,085,003600,36085003600,+40.6110561,-074.0759044,New York,Richmond County,818,536,241,0.68983268983,0.31016731017,70547.00000000000,398500.00000000000,18843.27410000000,12552.00000000000,21672.00000000000,892.10971483800,10008.81329680000,1747.21205858000,31530.59413690000,2353.79278392000,2129,7810.52568243000,Rosebank,0.00004368116,10305,0,Staten Island,41746.00000000,111441829.31770800,NY,Richmond,36,085,http://www.usps.com/,0.000000000000000,0.00000000000
